trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,fees,gross_pnl,net_pnl,return_pct,exit_date,cumulative_pnl,equity,peak_equity,drawdown,drawdown_pct
AAPL-0230,AAPL,long,2015-04-24T00:00:00,2015-05-01T00:00:00,130.2800,128.9500,7.6758,0.5000,-10.2088,-10.7088,-0.0011,2015-05-01,-51.7260,9948.2740,10019.1703,-70.8963,-0.0071
AAPL-0235,AAPL,long,2015-05-01T00:00:00,2015-05-08T00:00:00,128.9500,127.6200,7.7549,0.5000,-10.3141,-10.8141,-0.0011,2015-05-08,-62.5401,9937.4599,10019.1703,-81.7104,-0.0082
AAPL-0240,AAPL,short,2015-05-08T00:00:00,2015-05-15T00:00:00,127.6200,128.7700,7.8358,0.5000,-9.0111,-9.5111,-0.0010,2015-05-15,-72.0512,9927.9488,10019.1703,-91.2215,-0.0091
AAPL-0245,AAPL,short,2015-05-15T00:00:00,2015-05-22T00:00:00,128.7700,132.5400,7.7658,0.5000,-29.2770,-29.7770,-0.0030,2015-05-22,-101.8282,9898.1718,10019.1703,-120.9985,-0.0121
AAPL-0250,AAPL,long,2015-05-22T00:00:00,2015-06-01T00:00:00,132.5400,130.5400,7.5449,0.5000,-15.0898,-15.5898,-0.0016,2015-06-01,-117.4180,9882.5820,10019.1703,-136.5883,-0.0136
AAPL-0255,AAPL,long,2015-06-01T00:00:00,2015-06-08T00:00:00,130.5400,127.8000,7.6605,0.5000,-20.9897,-21.4897,-0.0021,2015-06-08,-138.9077,9861.0923,10019.1703,-158.0780,-0.0158
AAPL-0260,AAPL,long,2015-06-08T00:00:00,2015-06-15T00:00:00,127.8000,126.9200,7.8247,0.5000,-6.8858,-7.3858,-0.0007,2015-06-15,-146.2935,9853.7065,10019.1703,-165.4638,-0.0165
AAPL-0265,AAPL,short,2015-06-15T00:00:00,2015-06-22T00:00:00,126.9200,127.6100,7.8790,0.5000,-5.4365,-5.9365,-0.0006,2015-06-22,-152.2300,9847.7700,10019.1703,-171.4003,-0.0171
AAPL-0270,AAPL,short,2015-06-22T00:00:00,2015-06-29T00:00:00,127.6100,124.5300,7.8364,0.5000,24.1361,23.6361,0.0024,2015-06-29,-128.5939,9871.4061,10019.1703,-147.7643,-0.0147
AAPL-0275,AAPL,short,2015-06-29T00:00:00,2015-07-07T00:00:00,124.5300,125.6900,8.0302,0.5000,-9.3150,-9.8150,-0.0010,2015-07-07,-138.4089,9861.5911,10019.1703,-157.5793,-0.0157
AAPL-0280,AAPL,short,2015-07-07T00:00:00,2015-07-14T00:00:00,125.6900,125.6100,7.9561,0.5000,0.6365,0.1365,0.0000,2015-07-14,-138.2725,9861.7275,10019.1703,-157.4428,-0.0157
